gene_id	gene_biotype
ENSSSCG00000016042	protein_coding
ENSSSCG00000016043	protein_coding
ENSSSCG00000016044	protein_coding
ENSSSCG00000016045	protein_coding
ENSSSCG00000016047	protein_coding
ENSSSCG00000016049	protein_coding
ENSSSCG00000016050	protein_coding
ENSSSCG00000016052	protein_coding
ENSSSCG00000016053	protein_coding
ENSSSCG00000016055	protein_coding
ENSSSCG00000016056	protein_coding
ENSSSCG00000016057	protein_coding
ENSSSCG00000016059	protein_coding
ENSSSCG00000016061	protein_coding
ENSSSCG00000016062	protein_coding
ENSSSCG00000016064	protein_coding
ENSSSCG00000016067	protein_coding
ENSSSCG00000016069	protein_coding
ENSSSCG00000016070	protein_coding
ENSSSCG00000016073	protein_coding
ENSSSCG00000016074	protein_coding
ENSSSCG00000016075	protein_coding
ENSSSCG00000016076	protein_coding
ENSSSCG00000016077	protein_coding
ENSSSCG00000016078	protein_coding
ENSSSCG00000016079	protein_coding
ENSSSCG00000016082	protein_coding
ENSSSCG00000016083	protein_coding
ENSSSCG00000016085	protein_coding
ENSSSCG00000016086	protein_coding
ENSSSCG00000016087	protein_coding
ENSSSCG00000016090	protein_coding
ENSSSCG00000016091	protein_coding
ENSSSCG00000016092	protein_coding
ENSSSCG00000016093	protein_coding
ENSSSCG00000016094	protein_coding
ENSSSCG00000016095	protein_coding
ENSSSCG00000016096	protein_coding
ENSSSCG00000016098	protein_coding
ENSSSCG00000016100	protein_coding
ENSSSCG00000016101	protein_coding
ENSSSCG00000016104	protein_coding
ENSSSCG00000016105	protein_coding
ENSSSCG00000016107	protein_coding
ENSSSCG00000016109	protein_coding
ENSSSCG00000016110	protein_coding
ENSSSCG00000016111	protein_coding
ENSSSCG00000016113	protein_coding
ENSSSCG00000016114	protein_coding
ENSSSCG00000016115	protein_coding
ENSSSCG00000016116	protein_coding
ENSSSCG00000016117	protein_coding
ENSSSCG00000016118	protein_coding
ENSSSCG00000016119	protein_coding
ENSSSCG00000016122	protein_coding
ENSSSCG00000016123	protein_coding
ENSSSCG00000016125	protein_coding
ENSSSCG00000016127	protein_coding
ENSSSCG00000016128	protein_coding
ENSSSCG00000016129	protein_coding
ENSSSCG00000016130	protein_coding
ENSSSCG00000016131	protein_coding
ENSSSCG00000016133	protein_coding
ENSSSCG00000016134	protein_coding
ENSSSCG00000016135	protein_coding
ENSSSCG00000016138	protein_coding
ENSSSCG00000016140	protein_coding
ENSSSCG00000016141	protein_coding
ENSSSCG00000016147	protein_coding
ENSSSCG00000016148	protein_coding
ENSSSCG00000016151	protein_coding
ENSSSCG00000016153	protein_coding
ENSSSCG00000016156	protein_coding
ENSSSCG00000016157	protein_coding
ENSSSCG00000016158	protein_coding
ENSSSCG00000016159	protein_coding
ENSSSCG00000016160	protein_coding
ENSSSCG00000016164	protein_coding
ENSSSCG00000016166	protein_coding
ENSSSCG00000016168	protein_coding
ENSSSCG00000016170	protein_coding
ENSSSCG00000016173	protein_coding
ENSSSCG00000016174	protein_coding
ENSSSCG00000016175	protein_coding
ENSSSCG00000016176	protein_coding
ENSSSCG00000016177	protein_coding
ENSSSCG00000016179	protein_coding
ENSSSCG00000016182	protein_coding
ENSSSCG00000016183	protein_coding
ENSSSCG00000016184	protein_coding
ENSSSCG00000016185	protein_coding
ENSSSCG00000016186	protein_coding
ENSSSCG00000016187	protein_coding
ENSSSCG00000016189	protein_coding
ENSSSCG00000016191	protein_coding
ENSSSCG00000016192	protein_coding
ENSSSCG00000016193	protein_coding
ENSSSCG00000016194	protein_coding
ENSSSCG00000016196	protein_coding
ENSSSCG00000016199	protein_coding
ENSSSCG00000016200	protein_coding
ENSSSCG00000016201	protein_coding
ENSSSCG00000016202	protein_coding
ENSSSCG00000016203	protein_coding
ENSSSCG00000016204	protein_coding
ENSSSCG00000016205	protein_coding
ENSSSCG00000016206	protein_coding
ENSSSCG00000016207	protein_coding
ENSSSCG00000016208	protein_coding
ENSSSCG00000016210	protein_coding
ENSSSCG00000016211	protein_coding
ENSSSCG00000016212	protein_coding
ENSSSCG00000016213	protein_coding
ENSSSCG00000016214	protein_coding
ENSSSCG00000016215	protein_coding
ENSSSCG00000016216	protein_coding
ENSSSCG00000016217	protein_coding
ENSSSCG00000016218	protein_coding
ENSSSCG00000016219	protein_coding
ENSSSCG00000016220	protein_coding
ENSSSCG00000016223	protein_coding
ENSSSCG00000016224	protein_coding
ENSSSCG00000016226	protein_coding
ENSSSCG00000016230	protein_coding
ENSSSCG00000016232	protein_coding
ENSSSCG00000016233	protein_coding
ENSSSCG00000016234	protein_coding
ENSSSCG00000016237	protein_coding
ENSSSCG00000016239	protein_coding
ENSSSCG00000016241	pseudogene
ENSSSCG00000016243	protein_coding
ENSSSCG00000016244	protein_coding
ENSSSCG00000016245	protein_coding
ENSSSCG00000016247	protein_coding
ENSSSCG00000016248	protein_coding
ENSSSCG00000016254	protein_coding
ENSSSCG00000016255	protein_coding
ENSSSCG00000016256	protein_coding
ENSSSCG00000016258	protein_coding
ENSSSCG00000016259	protein_coding
ENSSSCG00000016260	protein_coding
ENSSSCG00000016261	protein_coding
ENSSSCG00000016263	protein_coding
ENSSSCG00000016266	protein_coding
ENSSSCG00000016267	protein_coding
ENSSSCG00000016269	protein_coding
ENSSSCG00000016270	protein_coding
ENSSSCG00000016272	protein_coding
ENSSSCG00000016273	protein_coding
ENSSSCG00000016275	protein_coding
ENSSSCG00000016277	protein_coding
ENSSSCG00000016278	protein_coding
ENSSSCG00000016279	protein_coding
ENSSSCG00000016284	protein_coding
ENSSSCG00000016285	protein_coding
ENSSSCG00000016286	protein_coding
ENSSSCG00000016287	protein_coding
ENSSSCG00000016288	protein_coding
ENSSSCG00000016290	protein_coding
ENSSSCG00000016291	protein_coding
ENSSSCG00000016294	protein_coding
ENSSSCG00000016295	protein_coding
ENSSSCG00000016297	protein_coding
ENSSSCG00000016298	protein_coding
ENSSSCG00000016300	protein_coding
ENSSSCG00000016301	protein_coding
ENSSSCG00000016305	protein_coding
ENSSSCG00000016306	protein_coding
ENSSSCG00000016313	protein_coding
ENSSSCG00000016314	protein_coding
ENSSSCG00000016315	protein_coding
ENSSSCG00000016317	protein_coding
ENSSSCG00000016318	protein_coding
ENSSSCG00000016319	protein_coding
ENSSSCG00000016321	protein_coding
ENSSSCG00000016322	protein_coding
ENSSSCG00000016323	protein_coding
ENSSSCG00000016328	protein_coding
ENSSSCG00000016330	protein_coding
ENSSSCG00000016331	protein_coding
ENSSSCG00000016332	protein_coding
ENSSSCG00000016334	protein_coding
ENSSSCG00000016335	protein_coding
ENSSSCG00000016337	protein_coding
ENSSSCG00000016338	protein_coding
ENSSSCG00000016339	protein_coding
ENSSSCG00000016340	protein_coding
ENSSSCG00000016342	protein_coding
ENSSSCG00000016343	lncRNA
ENSSSCG00000016346	protein_coding
ENSSSCG00000016349	protein_coding
ENSSSCG00000016364	protein_coding
ENSSSCG00000016365	protein_coding
ENSSSCG00000016367	protein_coding
ENSSSCG00000016368	protein_coding
ENSSSCG00000016370	protein_coding
ENSSSCG00000016372	protein_coding
ENSSSCG00000016374	protein_coding
ENSSSCG00000016376	protein_coding
ENSSSCG00000016378	protein_coding
ENSSSCG00000016379	lncRNA
ENSSSCG00000016381	protein_coding
ENSSSCG00000016384	protein_coding
ENSSSCG00000016385	protein_coding
ENSSSCG00000016388	protein_coding
ENSSSCG00000016391	protein_coding
ENSSSCG00000016392	protein_coding
ENSSSCG00000016393	protein_coding
ENSSSCG00000016395	protein_coding
ENSSSCG00000016397	protein_coding
ENSSSCG00000016399	protein_coding
ENSSSCG00000016400	protein_coding
ENSSSCG00000016401	protein_coding
ENSSSCG00000016402	protein_coding
ENSSSCG00000016403	protein_coding
ENSSSCG00000016406	protein_coding
ENSSSCG00000016409	protein_coding
ENSSSCG00000016410	protein_coding
ENSSSCG00000016411	protein_coding
ENSSSCG00000016412	protein_coding
ENSSSCG00000016414	protein_coding
ENSSSCG00000016416	protein_coding
ENSSSCG00000016420	protein_coding
ENSSSCG00000016423	protein_coding
ENSSSCG00000016426	protein_coding
ENSSSCG00000016428	protein_coding
ENSSSCG00000016430	protein_coding
ENSSSCG00000016431	protein_coding
ENSSSCG00000016432	protein_coding
ENSSSCG00000016433	protein_coding
ENSSSCG00000016434	protein_coding
ENSSSCG00000016435	protein_coding
ENSSSCG00000016436	protein_coding
ENSSSCG00000016437	protein_coding
ENSSSCG00000016438	protein_coding
ENSSSCG00000016441	protein_coding
ENSSSCG00000016442	protein_coding
ENSSSCG00000016443	protein_coding
ENSSSCG00000016444	protein_coding
ENSSSCG00000016448	protein_coding
ENSSSCG00000016449	protein_coding
ENSSSCG00000016450	protein_coding
ENSSSCG00000016451	protein_coding
ENSSSCG00000016452	protein_coding
ENSSSCG00000016453	protein_coding
ENSSSCG00000016454	protein_coding
ENSSSCG00000016455	protein_coding
ENSSSCG00000016457	protein_coding
ENSSSCG00000016458	protein_coding
ENSSSCG00000016459	protein_coding
ENSSSCG00000016461	protein_coding
ENSSSCG00000016464	protein_coding
ENSSSCG00000016467	pseudogene
ENSSSCG00000016469	protein_coding
ENSSSCG00000016472	protein_coding
ENSSSCG00000016473	protein_coding
ENSSSCG00000016475	protein_coding
ENSSSCG00000016478	protein_coding
ENSSSCG00000016479	protein_coding
ENSSSCG00000016484	protein_coding
ENSSSCG00000016485	protein_coding
ENSSSCG00000016486	protein_coding
ENSSSCG00000016487	protein_coding
ENSSSCG00000016488	protein_coding
ENSSSCG00000016489	protein_coding
ENSSSCG00000016491	protein_coding
ENSSSCG00000016492	protein_coding
ENSSSCG00000016493	protein_coding
ENSSSCG00000016494	protein_coding
ENSSSCG00000016496	protein_coding
ENSSSCG00000016497	protein_coding
ENSSSCG00000016498	protein_coding
ENSSSCG00000016501	protein_coding
ENSSSCG00000016502	protein_coding
ENSSSCG00000016504	protein_coding
ENSSSCG00000016506	protein_coding
ENSSSCG00000016509	protein_coding
ENSSSCG00000016510	protein_coding
ENSSSCG00000016511	protein_coding
ENSSSCG00000016512	protein_coding
ENSSSCG00000016513	protein_coding
ENSSSCG00000016516	protein_coding
ENSSSCG00000016517	protein_coding
ENSSSCG00000016518	protein_coding
ENSSSCG00000016519	protein_coding
ENSSSCG00000016520	protein_coding
ENSSSCG00000016521	protein_coding
ENSSSCG00000016522	protein_coding
ENSSSCG00000016527	protein_coding
ENSSSCG00000016532	protein_coding
ENSSSCG00000016533	protein_coding
ENSSSCG00000016535	protein_coding
ENSSSCG00000016538	protein_coding
ENSSSCG00000016540	protein_coding
ENSSSCG00000016541	protein_coding
ENSSSCG00000016542	protein_coding
ENSSSCG00000016543	protein_coding
ENSSSCG00000016545	protein_coding
ENSSSCG00000016548	protein_coding
ENSSSCG00000016549	protein_coding
ENSSSCG00000016550	protein_coding
ENSSSCG00000016551	protein_coding
ENSSSCG00000016553	protein_coding
ENSSSCG00000016554	protein_coding
ENSSSCG00000016555	protein_coding
ENSSSCG00000016556	protein_coding
ENSSSCG00000016557	protein_coding
ENSSSCG00000016559	protein_coding
ENSSSCG00000016562	protein_coding
ENSSSCG00000016563	protein_coding
ENSSSCG00000016564	protein_coding
ENSSSCG00000016565	protein_coding
ENSSSCG00000016566	protein_coding
ENSSSCG00000016567	protein_coding
ENSSSCG00000016568	protein_coding
ENSSSCG00000016569	protein_coding
ENSSSCG00000016570	protein_coding
ENSSSCG00000016571	protein_coding
ENSSSCG00000016572	protein_coding
ENSSSCG00000016573	protein_coding
ENSSSCG00000016574	protein_coding
ENSSSCG00000016577	protein_coding
ENSSSCG00000016578	protein_coding
ENSSSCG00000016579	protein_coding
ENSSSCG00000016580	protein_coding
ENSSSCG00000016581	protein_coding
ENSSSCG00000016582	protein_coding
ENSSSCG00000016583	protein_coding
ENSSSCG00000016585	protein_coding
ENSSSCG00000016589	protein_coding
ENSSSCG00000016590	protein_coding
ENSSSCG00000016591	protein_coding
ENSSSCG00000016592	protein_coding
ENSSSCG00000016593	protein_coding
ENSSSCG00000016597	protein_coding
ENSSSCG00000016599	protein_coding
ENSSSCG00000016600	protein_coding
ENSSSCG00000016601	protein_coding
ENSSSCG00000016602	protein_coding
ENSSSCG00000016603	protein_coding
ENSSSCG00000016604	protein_coding
ENSSSCG00000016605	protein_coding
ENSSSCG00000016606	protein_coding
ENSSSCG00000016608	protein_coding
ENSSSCG00000016609	protein_coding
ENSSSCG00000016611	protein_coding
ENSSSCG00000016613	protein_coding
ENSSSCG00000016614	protein_coding
ENSSSCG00000016616	protein_coding
ENSSSCG00000016617	protein_coding
ENSSSCG00000016618	protein_coding
ENSSSCG00000016619	protein_coding
ENSSSCG00000016620	protein_coding
ENSSSCG00000016621	protein_coding
ENSSSCG00000016623	protein_coding
ENSSSCG00000016625	protein_coding
ENSSSCG00000016626	protein_coding
ENSSSCG00000016627	protein_coding
ENSSSCG00000016628	protein_coding
ENSSSCG00000016629	protein_coding
ENSSSCG00000016634	protein_coding
ENSSSCG00000016635	protein_coding
ENSSSCG00000016639	protein_coding
ENSSSCG00000016640	protein_coding
ENSSSCG00000016642	protein_coding
ENSSSCG00000016643	protein_coding
ENSSSCG00000016646	protein_coding
ENSSSCG00000016649	protein_coding
ENSSSCG00000016650	protein_coding
ENSSSCG00000016651	protein_coding
ENSSSCG00000016652	protein_coding
ENSSSCG00000016653	protein_coding
ENSSSCG00000016655	lncRNA
ENSSSCG00000016657	protein_coding
ENSSSCG00000016658	protein_coding
ENSSSCG00000016659	protein_coding
ENSSSCG00000016661	protein_coding
ENSSSCG00000016662	protein_coding
ENSSSCG00000016663	protein_coding
ENSSSCG00000016664	protein_coding
ENSSSCG00000016665	protein_coding
ENSSSCG00000016668	protein_coding
ENSSSCG00000016671	protein_coding
ENSSSCG00000016672	protein_coding
ENSSSCG00000016673	protein_coding
ENSSSCG00000016674	protein_coding
ENSSSCG00000016676	protein_coding
ENSSSCG00000016677	protein_coding
ENSSSCG00000016678	pseudogene
ENSSSCG00000016679	protein_coding
ENSSSCG00000016682	protein_coding
ENSSSCG00000016684	protein_coding
ENSSSCG00000016685	protein_coding
ENSSSCG00000016686	protein_coding
ENSSSCG00000016687	protein_coding
ENSSSCG00000016688	protein_coding
ENSSSCG00000016689	pseudogene
ENSSSCG00000016690	protein_coding
ENSSSCG00000016691	protein_coding
ENSSSCG00000016692	protein_coding
ENSSSCG00000016695	protein_coding
ENSSSCG00000016696	protein_coding
ENSSSCG00000016698	protein_coding
ENSSSCG00000016701	protein_coding
ENSSSCG00000016703	protein_coding
ENSSSCG00000016704	protein_coding
ENSSSCG00000016705	protein_coding
ENSSSCG00000016706	protein_coding
ENSSSCG00000016707	protein_coding
ENSSSCG00000016708	protein_coding
ENSSSCG00000016711	protein_coding
ENSSSCG00000016714	protein_coding
ENSSSCG00000016715	protein_coding
ENSSSCG00000016716	protein_coding
ENSSSCG00000016717	protein_coding
ENSSSCG00000016718	protein_coding
ENSSSCG00000016719	protein_coding
ENSSSCG00000016720	protein_coding
ENSSSCG00000016721	protein_coding
ENSSSCG00000016722	protein_coding
ENSSSCG00000016724	protein_coding
ENSSSCG00000016725	protein_coding
ENSSSCG00000016726	protein_coding
ENSSSCG00000016728	protein_coding
ENSSSCG00000016731	protein_coding
ENSSSCG00000016732	protein_coding
ENSSSCG00000016733	protein_coding
ENSSSCG00000016734	protein_coding
ENSSSCG00000016737	protein_coding
ENSSSCG00000016738	protein_coding
ENSSSCG00000016742	protein_coding
ENSSSCG00000016743	protein_coding
ENSSSCG00000016744	protein_coding
ENSSSCG00000016745	protein_coding
ENSSSCG00000016746	protein_coding
ENSSSCG00000016747	protein_coding
ENSSSCG00000016750	protein_coding
ENSSSCG00000016751	protein_coding
ENSSSCG00000016753	protein_coding
ENSSSCG00000016754	protein_coding
ENSSSCG00000016755	protein_coding
ENSSSCG00000016756	protein_coding
ENSSSCG00000016758	protein_coding
ENSSSCG00000016760	protein_coding
ENSSSCG00000016763	protein_coding
ENSSSCG00000016768	protein_coding
ENSSSCG00000016769	protein_coding
ENSSSCG00000016772	protein_coding
ENSSSCG00000016773	protein_coding
ENSSSCG00000016775	protein_coding
ENSSSCG00000016778	protein_coding
ENSSSCG00000016780	protein_coding
ENSSSCG00000016781	protein_coding
ENSSSCG00000016782	protein_coding
ENSSSCG00000016784	protein_coding
ENSSSCG00000016789	protein_coding
ENSSSCG00000016791	protein_coding
ENSSSCG00000016792	protein_coding
ENSSSCG00000016793	protein_coding
ENSSSCG00000016794	protein_coding
ENSSSCG00000016796	protein_coding
ENSSSCG00000016799	protein_coding
ENSSSCG00000016800	protein_coding
ENSSSCG00000016802	protein_coding
ENSSSCG00000016808	protein_coding
ENSSSCG00000016809	protein_coding
ENSSSCG00000016810	protein_coding
ENSSSCG00000016816	protein_coding
ENSSSCG00000016817	protein_coding
ENSSSCG00000016821	protein_coding
ENSSSCG00000016823	protein_coding
ENSSSCG00000016824	protein_coding
ENSSSCG00000016826	protein_coding
ENSSSCG00000016827	protein_coding
ENSSSCG00000016828	protein_coding
ENSSSCG00000016829	protein_coding
ENSSSCG00000016830	protein_coding
ENSSSCG00000016831	protein_coding
ENSSSCG00000016832	protein_coding
ENSSSCG00000016834	protein_coding
ENSSSCG00000016835	protein_coding
ENSSSCG00000016836	protein_coding
ENSSSCG00000016837	protein_coding
ENSSSCG00000016838	protein_coding
ENSSSCG00000016840	protein_coding
ENSSSCG00000016841	protein_coding
ENSSSCG00000016842	protein_coding
ENSSSCG00000016843	protein_coding
ENSSSCG00000016845	protein_coding
ENSSSCG00000016846	protein_coding
ENSSSCG00000016848	protein_coding
ENSSSCG00000016850	protein_coding
ENSSSCG00000016851	protein_coding
ENSSSCG00000016853	protein_coding
ENSSSCG00000016855	protein_coding
ENSSSCG00000016856	protein_coding
ENSSSCG00000016857	protein_coding
ENSSSCG00000016859	protein_coding
ENSSSCG00000016861	protein_coding
ENSSSCG00000016863	protein_coding
ENSSSCG00000016865	protein_coding
ENSSSCG00000016866	protein_coding
ENSSSCG00000016867	protein_coding
ENSSSCG00000016868	protein_coding
ENSSSCG00000016869	protein_coding
ENSSSCG00000016871	protein_coding
ENSSSCG00000016872	protein_coding
ENSSSCG00000016873	protein_coding
ENSSSCG00000016874	protein_coding
ENSSSCG00000016876	protein_coding
ENSSSCG00000016877	protein_coding
ENSSSCG00000016878	protein_coding
ENSSSCG00000016881	protein_coding
ENSSSCG00000016882	protein_coding
ENSSSCG00000016883	protein_coding
ENSSSCG00000016884	protein_coding
ENSSSCG00000016885	protein_coding
ENSSSCG00000016887	protein_coding
ENSSSCG00000016888	protein_coding
ENSSSCG00000016892	protein_coding
ENSSSCG00000016893	protein_coding
ENSSSCG00000016894	protein_coding
ENSSSCG00000016898	protein_coding
ENSSSCG00000016900	protein_coding
ENSSSCG00000016901	protein_coding
ENSSSCG00000016902	protein_coding
ENSSSCG00000016903	protein_coding
ENSSSCG00000016907	protein_coding
ENSSSCG00000016911	protein_coding
ENSSSCG00000016912	protein_coding
ENSSSCG00000016913	protein_coding
ENSSSCG00000016915	protein_coding
ENSSSCG00000016916	protein_coding
ENSSSCG00000016917	protein_coding
ENSSSCG00000016918	protein_coding
ENSSSCG00000016919	protein_coding
ENSSSCG00000016920	protein_coding
ENSSSCG00000016922	protein_coding
ENSSSCG00000016923	protein_coding
ENSSSCG00000016925	protein_coding
ENSSSCG00000016928	protein_coding
ENSSSCG00000016929	protein_coding
ENSSSCG00000016934	protein_coding
ENSSSCG00000016938	protein_coding
ENSSSCG00000016941	protein_coding
ENSSSCG00000016942	protein_coding
ENSSSCG00000016943	protein_coding
ENSSSCG00000016945	protein_coding
ENSSSCG00000016946	protein_coding
ENSSSCG00000016948	protein_coding
ENSSSCG00000016949	protein_coding
ENSSSCG00000016954	protein_coding
ENSSSCG00000016956	protein_coding
ENSSSCG00000016957	protein_coding
ENSSSCG00000016958	protein_coding
ENSSSCG00000016959	protein_coding
ENSSSCG00000016960	protein_coding
ENSSSCG00000016961	protein_coding
ENSSSCG00000016963	protein_coding
ENSSSCG00000016968	protein_coding
ENSSSCG00000016969	protein_coding
ENSSSCG00000016970	protein_coding
ENSSSCG00000016971	protein_coding
ENSSSCG00000016972	protein_coding
ENSSSCG00000016974	protein_coding
ENSSSCG00000016975	protein_coding
ENSSSCG00000016976	protein_coding
ENSSSCG00000016977	protein_coding
ENSSSCG00000016979	protein_coding
ENSSSCG00000016981	protein_coding
ENSSSCG00000016982	protein_coding
ENSSSCG00000016983	protein_coding
ENSSSCG00000016985	protein_coding
ENSSSCG00000016986	protein_coding
ENSSSCG00000016988	protein_coding
ENSSSCG00000016989	protein_coding
ENSSSCG00000016990	protein_coding
ENSSSCG00000016991	protein_coding
ENSSSCG00000016992	protein_coding
ENSSSCG00000016995	protein_coding
ENSSSCG00000016997	protein_coding
ENSSSCG00000016998	protein_coding
ENSSSCG00000016999	protein_coding
ENSSSCG00000017000	protein_coding
ENSSSCG00000017003	protein_coding
ENSSSCG00000017005	protein_coding
ENSSSCG00000017006	protein_coding
ENSSSCG00000017008	protein_coding
ENSSSCG00000017009	protein_coding
ENSSSCG00000017010	protein_coding
ENSSSCG00000017012	protein_coding
ENSSSCG00000017013	protein_coding
ENSSSCG00000017014	protein_coding
ENSSSCG00000017015	protein_coding
ENSSSCG00000017018	protein_coding
ENSSSCG00000017022	protein_coding
ENSSSCG00000017024	protein_coding
ENSSSCG00000017025	protein_coding
ENSSSCG00000017027	protein_coding
ENSSSCG00000017032	protein_coding
ENSSSCG00000017033	protein_coding
ENSSSCG00000017036	protein_coding
ENSSSCG00000017037	protein_coding
ENSSSCG00000017038	protein_coding
ENSSSCG00000017041	protein_coding
ENSSSCG00000017042	protein_coding
ENSSSCG00000017043	protein_coding
ENSSSCG00000017044	protein_coding
ENSSSCG00000017046	protein_coding
ENSSSCG00000017047	protein_coding
ENSSSCG00000017051	protein_coding
ENSSSCG00000017052	protein_coding
ENSSSCG00000017053	protein_coding
ENSSSCG00000017054	protein_coding
ENSSSCG00000017055	protein_coding
ENSSSCG00000017057	protein_coding
ENSSSCG00000017058	protein_coding
ENSSSCG00000017061	protein_coding
ENSSSCG00000017062	protein_coding
ENSSSCG00000017063	protein_coding
ENSSSCG00000017065	protein_coding
ENSSSCG00000017066	protein_coding
ENSSSCG00000017067	protein_coding
ENSSSCG00000017068	protein_coding
ENSSSCG00000017069	protein_coding
ENSSSCG00000017072	protein_coding
ENSSSCG00000017073	protein_coding
ENSSSCG00000017076	protein_coding
ENSSSCG00000017077	protein_coding
ENSSSCG00000017078	protein_coding
ENSSSCG00000017082	protein_coding
ENSSSCG00000017084	protein_coding
ENSSSCG00000017086	protein_coding
ENSSSCG00000017087	protein_coding
ENSSSCG00000017089	protein_coding
ENSSSCG00000017091	protein_coding
ENSSSCG00000017094	protein_coding
ENSSSCG00000017095	protein_coding
ENSSSCG00000017098	protein_coding
ENSSSCG00000017099	protein_coding
ENSSSCG00000017100	protein_coding
ENSSSCG00000017101	protein_coding
ENSSSCG00000017102	protein_coding
ENSSSCG00000017103	protein_coding
ENSSSCG00000017104	protein_coding
ENSSSCG00000017106	protein_coding
ENSSSCG00000017109	protein_coding
ENSSSCG00000017112	protein_coding
ENSSSCG00000017114	protein_coding
ENSSSCG00000017116	protein_coding
ENSSSCG00000017117	protein_coding
ENSSSCG00000017118	protein_coding
ENSSSCG00000017119	protein_coding
ENSSSCG00000017120	protein_coding
ENSSSCG00000017121	protein_coding
ENSSSCG00000017125	protein_coding
ENSSSCG00000017126	protein_coding
ENSSSCG00000017127	protein_coding
ENSSSCG00000017128	protein_coding
ENSSSCG00000017131	protein_coding
ENSSSCG00000017133	protein_coding
ENSSSCG00000017134	protein_coding
ENSSSCG00000017135	pseudogene
ENSSSCG00000017136	protein_coding
ENSSSCG00000017137	protein_coding
ENSSSCG00000017139	protein_coding
ENSSSCG00000017140	protein_coding
ENSSSCG00000017141	protein_coding
ENSSSCG00000017142	protein_coding
ENSSSCG00000017143	protein_coding
ENSSSCG00000017144	protein_coding
ENSSSCG00000017146	protein_coding
ENSSSCG00000017152	protein_coding
ENSSSCG00000017154	protein_coding
ENSSSCG00000017155	protein_coding
ENSSSCG00000017156	protein_coding
ENSSSCG00000017158	protein_coding
ENSSSCG00000017159	protein_coding
ENSSSCG00000017160	protein_coding
ENSSSCG00000017163	protein_coding
ENSSSCG00000017164	protein_coding
ENSSSCG00000017165	protein_coding
ENSSSCG00000017167	protein_coding
ENSSSCG00000017168	protein_coding
ENSSSCG00000017169	protein_coding
ENSSSCG00000017170	protein_coding
ENSSSCG00000017172	protein_coding
ENSSSCG00000017176	protein_coding
ENSSSCG00000017177	protein_coding
ENSSSCG00000017178	protein_coding
ENSSSCG00000017181	protein_coding
ENSSSCG00000017184	protein_coding
ENSSSCG00000017186	protein_coding
ENSSSCG00000017187	protein_coding
ENSSSCG00000017188	protein_coding
ENSSSCG00000017189	protein_coding
ENSSSCG00000017190	protein_coding
ENSSSCG00000017191	protein_coding
ENSSSCG00000017192	protein_coding
ENSSSCG00000017193	protein_coding
ENSSSCG00000017194	protein_coding
ENSSSCG00000017195	protein_coding
ENSSSCG00000017196	protein_coding
ENSSSCG00000017197	protein_coding
ENSSSCG00000017198	protein_coding
ENSSSCG00000017199	protein_coding
ENSSSCG00000017200	protein_coding
ENSSSCG00000017201	protein_coding
ENSSSCG00000017202	protein_coding
ENSSSCG00000017203	protein_coding
ENSSSCG00000017204	protein_coding
ENSSSCG00000017205	protein_coding
ENSSSCG00000017206	protein_coding
ENSSSCG00000017207	protein_coding
ENSSSCG00000017208	protein_coding
ENSSSCG00000017209	protein_coding
ENSSSCG00000017211	protein_coding
ENSSSCG00000017212	protein_coding
ENSSSCG00000017213	protein_coding
ENSSSCG00000017214	protein_coding
ENSSSCG00000017215	protein_coding
ENSSSCG00000017216	protein_coding
ENSSSCG00000017218	protein_coding
ENSSSCG00000017219	protein_coding
ENSSSCG00000017220	protein_coding
ENSSSCG00000017222	protein_coding
ENSSSCG00000017223	protein_coding
ENSSSCG00000017226	protein_coding
ENSSSCG00000017227	protein_coding
ENSSSCG00000017230	protein_coding
ENSSSCG00000017231	protein_coding
ENSSSCG00000017232	protein_coding
ENSSSCG00000017233	protein_coding
ENSSSCG00000017235	protein_coding
ENSSSCG00000017236	protein_coding
ENSSSCG00000017237	protein_coding
ENSSSCG00000017238	protein_coding
ENSSSCG00000017239	protein_coding
ENSSSCG00000017245	protein_coding
ENSSSCG00000017246	protein_coding
ENSSSCG00000017248	protein_coding
ENSSSCG00000017249	protein_coding
ENSSSCG00000017251	protein_coding
ENSSSCG00000017254	protein_coding
ENSSSCG00000017255	protein_coding
ENSSSCG00000017256	protein_coding
ENSSSCG00000017257	protein_coding
ENSSSCG00000017258	protein_coding
ENSSSCG00000017259	protein_coding
ENSSSCG00000017260	protein_coding
ENSSSCG00000017261	protein_coding
ENSSSCG00000017262	protein_coding
ENSSSCG00000017264	protein_coding
ENSSSCG00000017265	protein_coding
ENSSSCG00000017268	protein_coding
ENSSSCG00000017271	protein_coding
ENSSSCG00000017272	protein_coding
ENSSSCG00000017273	protein_coding
ENSSSCG00000017274	protein_coding
ENSSSCG00000017277	protein_coding
ENSSSCG00000017278	protein_coding
ENSSSCG00000017282	protein_coding
ENSSSCG00000017283	protein_coding
ENSSSCG00000017285	protein_coding
ENSSSCG00000017287	protein_coding
ENSSSCG00000017288	protein_coding
ENSSSCG00000017289	protein_coding
ENSSSCG00000017290	protein_coding
ENSSSCG00000017294	protein_coding
ENSSSCG00000017295	protein_coding
ENSSSCG00000017296	protein_coding
ENSSSCG00000017297	protein_coding
ENSSSCG00000017298	protein_coding
ENSSSCG00000017299	protein_coding
ENSSSCG00000017300	protein_coding
ENSSSCG00000017301	protein_coding
ENSSSCG00000017304	protein_coding
