gene_id	gene_biotype
ENSSSCG00000035457	protein_coding
ENSSSCG00000035459	lncRNA
ENSSSCG00000035460	protein_coding
ENSSSCG00000035465	protein_coding
ENSSSCG00000035466	protein_coding
ENSSSCG00000035469	snRNA
ENSSSCG00000035470	snoRNA
ENSSSCG00000035471	protein_coding
ENSSSCG00000035472	protein_coding
ENSSSCG00000035473	protein_coding
ENSSSCG00000035474	snRNA
ENSSSCG00000035476	lncRNA
ENSSSCG00000035477	protein_coding
ENSSSCG00000035478	protein_coding
ENSSSCG00000035479	protein_coding
ENSSSCG00000035481	protein_coding
ENSSSCG00000035485	snoRNA
ENSSSCG00000035486	miRNA
ENSSSCG00000035487	protein_coding
ENSSSCG00000035488	protein_coding
ENSSSCG00000035489	protein_coding
ENSSSCG00000035493	protein_coding
ENSSSCG00000035494	protein_coding
ENSSSCG00000035495	protein_coding
ENSSSCG00000035499	snRNA
ENSSSCG00000035501	protein_coding
ENSSSCG00000035503	snoRNA
ENSSSCG00000035505	protein_coding
ENSSSCG00000035506	protein_coding
ENSSSCG00000035507	lncRNA
ENSSSCG00000035508	protein_coding
ENSSSCG00000035511	protein_coding
ENSSSCG00000035512	protein_coding
ENSSSCG00000035514	snoRNA
ENSSSCG00000035515	snoRNA
ENSSSCG00000035517	snRNA
ENSSSCG00000035518	protein_coding
ENSSSCG00000035521	protein_coding
ENSSSCG00000035523	protein_coding
ENSSSCG00000035524	protein_coding
ENSSSCG00000035525	protein_coding
ENSSSCG00000035526	lncRNA
ENSSSCG00000035527	protein_coding
ENSSSCG00000035529	protein_coding
ENSSSCG00000035532	protein_coding
ENSSSCG00000035533	protein_coding
ENSSSCG00000035534	pseudogene
ENSSSCG00000035536	lncRNA
ENSSSCG00000035537	protein_coding
ENSSSCG00000035539	protein_coding
ENSSSCG00000035540	snRNA
ENSSSCG00000035544	protein_coding
ENSSSCG00000035546	protein_coding
ENSSSCG00000035547	processed_pseudogene
ENSSSCG00000035550	protein_coding
ENSSSCG00000035554	protein_coding
ENSSSCG00000035555	protein_coding
ENSSSCG00000035556	protein_coding
ENSSSCG00000035557	protein_coding
ENSSSCG00000035558	protein_coding
ENSSSCG00000035559	pseudogene
ENSSSCG00000035561	protein_coding
ENSSSCG00000035562	protein_coding
ENSSSCG00000035564	protein_coding
ENSSSCG00000035565	protein_coding
ENSSSCG00000035567	processed_pseudogene
ENSSSCG00000035569	snRNA
ENSSSCG00000035570	protein_coding
ENSSSCG00000035571	lncRNA
ENSSSCG00000035574	protein_coding
ENSSSCG00000035575	pseudogene
ENSSSCG00000035576	snoRNA
ENSSSCG00000035577	protein_coding
ENSSSCG00000035578	lncRNA
ENSSSCG00000035579	snRNA
ENSSSCG00000035580	snRNA
ENSSSCG00000035581	protein_coding
ENSSSCG00000035582	protein_coding
ENSSSCG00000035583	pseudogene
ENSSSCG00000035584	protein_coding
ENSSSCG00000035585	protein_coding
ENSSSCG00000035586	protein_coding
ENSSSCG00000035587	protein_coding
ENSSSCG00000035588	snRNA
ENSSSCG00000035590	protein_coding
ENSSSCG00000035591	protein_coding
ENSSSCG00000035592	protein_coding
ENSSSCG00000035594	protein_coding
ENSSSCG00000035595	protein_coding
ENSSSCG00000035596	protein_coding
ENSSSCG00000035597	protein_coding
ENSSSCG00000035598	protein_coding
ENSSSCG00000035599	protein_coding
ENSSSCG00000035600	protein_coding
ENSSSCG00000035602	protein_coding
ENSSSCG00000035603	pseudogene
ENSSSCG00000035604	protein_coding
ENSSSCG00000035605	protein_coding
ENSSSCG00000035608	snRNA
ENSSSCG00000035611	protein_coding
ENSSSCG00000035612	protein_coding
ENSSSCG00000035615	protein_coding
ENSSSCG00000035617	protein_coding
ENSSSCG00000035618	protein_coding
ENSSSCG00000035619	protein_coding
ENSSSCG00000035621	protein_coding
ENSSSCG00000035622	protein_coding
ENSSSCG00000035623	protein_coding
ENSSSCG00000035626	pseudogene
ENSSSCG00000035628	protein_coding
ENSSSCG00000035629	protein_coding
ENSSSCG00000035634	protein_coding
ENSSSCG00000035635	pseudogene
ENSSSCG00000035638	snRNA
ENSSSCG00000035639	protein_coding
ENSSSCG00000035642	protein_coding
ENSSSCG00000035645	protein_coding
ENSSSCG00000035647	snRNA
ENSSSCG00000035648	protein_coding
ENSSSCG00000035649	protein_coding
ENSSSCG00000035650	protein_coding
ENSSSCG00000035651	protein_coding
ENSSSCG00000035653	protein_coding
ENSSSCG00000035654	lncRNA
ENSSSCG00000035655	protein_coding
ENSSSCG00000035657	protein_coding
ENSSSCG00000035658	protein_coding
ENSSSCG00000035661	lncRNA
ENSSSCG00000035663	protein_coding
ENSSSCG00000035664	protein_coding
ENSSSCG00000035665	protein_coding
ENSSSCG00000035666	protein_coding
ENSSSCG00000035667	protein_coding
ENSSSCG00000035668	protein_coding
ENSSSCG00000035669	protein_coding
ENSSSCG00000035670	protein_coding
ENSSSCG00000035671	protein_coding
ENSSSCG00000035672	pseudogene
ENSSSCG00000035673	protein_coding
ENSSSCG00000035675	protein_coding
ENSSSCG00000035676	protein_coding
ENSSSCG00000035677	protein_coding
ENSSSCG00000035681	protein_coding
ENSSSCG00000035684	protein_coding
ENSSSCG00000035685	protein_coding
ENSSSCG00000035686	protein_coding
ENSSSCG00000035688	snRNA
ENSSSCG00000035689	protein_coding
ENSSSCG00000035690	protein_coding
ENSSSCG00000035691	protein_coding
ENSSSCG00000035693	protein_coding
ENSSSCG00000035696	protein_coding
ENSSSCG00000035697	protein_coding
ENSSSCG00000035701	protein_coding
ENSSSCG00000035702	protein_coding
ENSSSCG00000035706	protein_coding
ENSSSCG00000035710	protein_coding
ENSSSCG00000035711	lncRNA
ENSSSCG00000035712	protein_coding
ENSSSCG00000035713	protein_coding
ENSSSCG00000035714	protein_coding
ENSSSCG00000035715	protein_coding
ENSSSCG00000035716	protein_coding
ENSSSCG00000035719	protein_coding
ENSSSCG00000035722	protein_coding
ENSSSCG00000035723	protein_coding
ENSSSCG00000035724	protein_coding
ENSSSCG00000035727	protein_coding
ENSSSCG00000035728	protein_coding
ENSSSCG00000035729	protein_coding
ENSSSCG00000035730	protein_coding
ENSSSCG00000035731	lncRNA
ENSSSCG00000035733	pseudogene
ENSSSCG00000035734	protein_coding
ENSSSCG00000035736	protein_coding
ENSSSCG00000035737	protein_coding
ENSSSCG00000035738	protein_coding
ENSSSCG00000035739	protein_coding
ENSSSCG00000035741	protein_coding
ENSSSCG00000035742	miRNA
ENSSSCG00000035743	protein_coding
ENSSSCG00000035744	miRNA
ENSSSCG00000035746	protein_coding
ENSSSCG00000035747	protein_coding
ENSSSCG00000035748	snRNA
ENSSSCG00000035750	protein_coding
ENSSSCG00000035751	protein_coding
ENSSSCG00000035753	snRNA
ENSSSCG00000035754	protein_coding
ENSSSCG00000035755	protein_coding
ENSSSCG00000035756	protein_coding
ENSSSCG00000035757	protein_coding
ENSSSCG00000035759	protein_coding
ENSSSCG00000035760	protein_coding
ENSSSCG00000035762	protein_coding
ENSSSCG00000035763	snoRNA
ENSSSCG00000035765	protein_coding
ENSSSCG00000035767	protein_coding
ENSSSCG00000035768	protein_coding
ENSSSCG00000035769	snRNA
ENSSSCG00000035770	protein_coding
ENSSSCG00000035771	protein_coding
ENSSSCG00000035772	protein_coding
ENSSSCG00000035773	pseudogene
ENSSSCG00000035774	protein_coding
ENSSSCG00000035775	protein_coding
ENSSSCG00000035776	protein_coding
ENSSSCG00000035778	protein_coding
ENSSSCG00000035782	snRNA
ENSSSCG00000035784	snRNA
ENSSSCG00000035785	lncRNA
ENSSSCG00000035788	protein_coding
ENSSSCG00000035789	protein_coding
ENSSSCG00000035790	protein_coding
ENSSSCG00000035791	protein_coding
ENSSSCG00000035795	protein_coding
ENSSSCG00000035796	snRNA
ENSSSCG00000035797	lncRNA
ENSSSCG00000035798	protein_coding
ENSSSCG00000035799	protein_coding
ENSSSCG00000035805	protein_coding
ENSSSCG00000035806	snRNA
ENSSSCG00000035807	pseudogene
ENSSSCG00000035808	protein_coding
ENSSSCG00000035811	protein_coding
ENSSSCG00000035812	protein_coding
ENSSSCG00000035813	protein_coding
ENSSSCG00000035815	pseudogene
ENSSSCG00000035817	protein_coding
ENSSSCG00000035818	protein_coding
ENSSSCG00000035820	protein_coding
ENSSSCG00000035822	protein_coding
ENSSSCG00000035824	protein_coding
ENSSSCG00000035825	protein_coding
ENSSSCG00000035826	protein_coding
ENSSSCG00000035827	protein_coding
ENSSSCG00000035828	protein_coding
ENSSSCG00000035829	protein_coding
ENSSSCG00000035830	miRNA
ENSSSCG00000035833	protein_coding
ENSSSCG00000035834	miRNA
ENSSSCG00000035836	protein_coding
ENSSSCG00000035837	protein_coding
ENSSSCG00000035838	protein_coding
ENSSSCG00000035839	protein_coding
ENSSSCG00000035842	protein_coding
ENSSSCG00000035843	pseudogene
ENSSSCG00000035845	protein_coding
ENSSSCG00000035846	snRNA
ENSSSCG00000035847	protein_coding
ENSSSCG00000035848	protein_coding
ENSSSCG00000035849	protein_coding
ENSSSCG00000035850	protein_coding
ENSSSCG00000035851	protein_coding
ENSSSCG00000035852	protein_coding
ENSSSCG00000035853	snRNA
ENSSSCG00000035854	protein_coding
ENSSSCG00000035856	protein_coding
ENSSSCG00000035857	protein_coding
ENSSSCG00000035859	protein_coding
ENSSSCG00000035862	miRNA
ENSSSCG00000035863	protein_coding
ENSSSCG00000035867	protein_coding
ENSSSCG00000035868	pseudogene
ENSSSCG00000035870	protein_coding
ENSSSCG00000035873	protein_coding
ENSSSCG00000035874	pseudogene
ENSSSCG00000035875	protein_coding
ENSSSCG00000035876	protein_coding
ENSSSCG00000035877	protein_coding
ENSSSCG00000035878	protein_coding
ENSSSCG00000035880	snRNA
ENSSSCG00000035883	protein_coding
ENSSSCG00000035884	pseudogene
ENSSSCG00000035885	protein_coding
ENSSSCG00000035887	protein_coding
ENSSSCG00000035888	snRNA
ENSSSCG00000035890	pseudogene
ENSSSCG00000035891	protein_coding
ENSSSCG00000035892	protein_coding
ENSSSCG00000035893	protein_coding
ENSSSCG00000035895	protein_coding
ENSSSCG00000035896	snRNA
ENSSSCG00000035901	protein_coding
ENSSSCG00000035904	protein_coding
ENSSSCG00000035905	protein_coding
ENSSSCG00000035906	protein_coding
ENSSSCG00000035907	protein_coding
ENSSSCG00000035908	protein_coding
ENSSSCG00000035909	protein_coding
ENSSSCG00000035911	protein_coding
ENSSSCG00000035912	protein_coding
ENSSSCG00000035914	protein_coding
ENSSSCG00000035915	protein_coding
ENSSSCG00000035919	protein_coding
ENSSSCG00000035920	pseudogene
ENSSSCG00000035923	protein_coding
ENSSSCG00000035924	protein_coding
ENSSSCG00000035925	protein_coding
ENSSSCG00000035927	lncRNA
ENSSSCG00000035928	protein_coding
ENSSSCG00000035929	protein_coding
ENSSSCG00000035930	protein_coding
ENSSSCG00000035932	protein_coding
ENSSSCG00000035933	protein_coding
ENSSSCG00000035934	protein_coding
ENSSSCG00000035935	protein_coding
ENSSSCG00000035937	protein_coding
ENSSSCG00000035938	protein_coding
ENSSSCG00000035939	protein_coding
ENSSSCG00000035940	protein_coding
ENSSSCG00000035941	protein_coding
ENSSSCG00000035944	lncRNA
ENSSSCG00000035945	protein_coding
ENSSSCG00000035948	snRNA
ENSSSCG00000035949	protein_coding
ENSSSCG00000035952	protein_coding
ENSSSCG00000035954	protein_coding
ENSSSCG00000035956	protein_coding
ENSSSCG00000035958	protein_coding
ENSSSCG00000035959	snRNA
ENSSSCG00000035960	protein_coding
ENSSSCG00000035963	snRNA
ENSSSCG00000035964	protein_coding
ENSSSCG00000035965	protein_coding
ENSSSCG00000035967	protein_coding
ENSSSCG00000035968	protein_coding
ENSSSCG00000035969	protein_coding
ENSSSCG00000035971	protein_coding
ENSSSCG00000035972	protein_coding
ENSSSCG00000035973	protein_coding
ENSSSCG00000035975	protein_coding
ENSSSCG00000035979	snRNA
ENSSSCG00000035981	lncRNA
ENSSSCG00000035982	protein_coding
ENSSSCG00000035983	protein_coding
ENSSSCG00000035985	protein_coding
ENSSSCG00000035986	protein_coding
ENSSSCG00000035987	protein_coding
ENSSSCG00000035988	protein_coding
ENSSSCG00000035989	protein_coding
ENSSSCG00000035991	protein_coding
ENSSSCG00000035992	protein_coding
ENSSSCG00000035993	protein_coding
ENSSSCG00000035995	protein_coding
ENSSSCG00000035996	lncRNA
ENSSSCG00000035997	protein_coding
ENSSSCG00000035999	protein_coding
ENSSSCG00000036001	protein_coding
ENSSSCG00000036002	protein_coding
ENSSSCG00000036003	protein_coding
ENSSSCG00000036005	protein_coding
ENSSSCG00000036007	protein_coding
ENSSSCG00000036008	protein_coding
ENSSSCG00000036010	protein_coding
ENSSSCG00000036011	protein_coding
ENSSSCG00000036013	protein_coding
ENSSSCG00000036014	protein_coding
ENSSSCG00000036015	protein_coding
ENSSSCG00000036017	protein_coding
ENSSSCG00000036022	protein_coding
ENSSSCG00000036023	snRNA
ENSSSCG00000036025	protein_coding
ENSSSCG00000036026	protein_coding
ENSSSCG00000036027	protein_coding
ENSSSCG00000036028	protein_coding
ENSSSCG00000036029	protein_coding
ENSSSCG00000036030	protein_coding
ENSSSCG00000036033	protein_coding
ENSSSCG00000036035	protein_coding
ENSSSCG00000036036	protein_coding
ENSSSCG00000036038	snRNA
ENSSSCG00000036039	protein_coding
ENSSSCG00000036043	protein_coding
ENSSSCG00000036044	protein_coding
ENSSSCG00000036045	protein_coding
ENSSSCG00000036046	protein_coding
ENSSSCG00000036047	protein_coding
ENSSSCG00000036049	protein_coding
ENSSSCG00000036050	protein_coding
ENSSSCG00000036051	snRNA
ENSSSCG00000036052	protein_coding
ENSSSCG00000036053	lncRNA
ENSSSCG00000036054	protein_coding
ENSSSCG00000036056	protein_coding
ENSSSCG00000036057	protein_coding
ENSSSCG00000036059	protein_coding
ENSSSCG00000036060	protein_coding
ENSSSCG00000036062	protein_coding
ENSSSCG00000036064	protein_coding
ENSSSCG00000036065	protein_coding
ENSSSCG00000036066	miRNA
ENSSSCG00000036067	protein_coding
ENSSSCG00000036068	protein_coding
ENSSSCG00000036069	protein_coding
ENSSSCG00000036071	protein_coding
ENSSSCG00000036072	protein_coding
ENSSSCG00000036074	protein_coding
ENSSSCG00000036075	protein_coding
ENSSSCG00000036077	protein_coding
ENSSSCG00000036078	protein_coding
ENSSSCG00000036081	protein_coding
ENSSSCG00000036083	protein_coding
ENSSSCG00000036084	snRNA
ENSSSCG00000036085	protein_coding
ENSSSCG00000036086	protein_coding
ENSSSCG00000036087	protein_coding
ENSSSCG00000036089	protein_coding
ENSSSCG00000036090	protein_coding
ENSSSCG00000036091	protein_coding
ENSSSCG00000036092	miRNA
ENSSSCG00000036094	protein_coding
ENSSSCG00000036095	protein_coding
ENSSSCG00000036096	lncRNA
ENSSSCG00000036098	protein_coding
ENSSSCG00000036100	protein_coding
ENSSSCG00000036101	lncRNA
ENSSSCG00000036102	protein_coding
ENSSSCG00000036103	protein_coding
ENSSSCG00000036106	protein_coding
ENSSSCG00000036107	lncRNA
ENSSSCG00000036109	protein_coding
ENSSSCG00000036110	protein_coding
ENSSSCG00000036111	protein_coding
ENSSSCG00000036112	protein_coding
ENSSSCG00000036113	protein_coding
ENSSSCG00000036114	protein_coding
ENSSSCG00000036115	protein_coding
ENSSSCG00000036117	lncRNA
ENSSSCG00000036118	pseudogene
ENSSSCG00000036119	lncRNA
ENSSSCG00000036120	pseudogene
ENSSSCG00000036122	protein_coding
ENSSSCG00000036123	protein_coding
ENSSSCG00000036124	pseudogene
ENSSSCG00000036125	protein_coding
ENSSSCG00000036128	protein_coding
ENSSSCG00000036129	protein_coding
ENSSSCG00000036130	protein_coding
ENSSSCG00000036132	protein_coding
ENSSSCG00000036133	protein_coding
ENSSSCG00000036134	protein_coding
ENSSSCG00000036135	protein_coding
ENSSSCG00000036136	protein_coding
ENSSSCG00000036137	snRNA
ENSSSCG00000036138	protein_coding
ENSSSCG00000036139	protein_coding
ENSSSCG00000036142	protein_coding
ENSSSCG00000036144	lncRNA
ENSSSCG00000036145	protein_coding
ENSSSCG00000036146	protein_coding
ENSSSCG00000036149	lncRNA
ENSSSCG00000036151	snRNA
ENSSSCG00000036152	protein_coding
ENSSSCG00000036153	protein_coding
ENSSSCG00000036155	pseudogene
ENSSSCG00000036157	protein_coding
ENSSSCG00000036158	lncRNA
ENSSSCG00000036159	protein_coding
ENSSSCG00000036160	protein_coding
ENSSSCG00000036161	protein_coding
ENSSSCG00000036162	snRNA
ENSSSCG00000036164	snRNA
ENSSSCG00000036165	lncRNA
ENSSSCG00000036166	snRNA
ENSSSCG00000036168	protein_coding
ENSSSCG00000036169	protein_coding
ENSSSCG00000036171	rRNA
ENSSSCG00000036172	protein_coding
ENSSSCG00000036174	protein_coding
ENSSSCG00000036176	protein_coding
ENSSSCG00000036177	protein_coding
ENSSSCG00000036178	protein_coding
ENSSSCG00000036180	pseudogene
ENSSSCG00000036183	protein_coding
ENSSSCG00000036184	snRNA
ENSSSCG00000036185	snoRNA
ENSSSCG00000036186	protein_coding
ENSSSCG00000036187	snRNA
ENSSSCG00000036189	snoRNA
ENSSSCG00000036190	protein_coding
ENSSSCG00000036191	protein_coding
ENSSSCG00000036192	protein_coding
ENSSSCG00000036196	snRNA
ENSSSCG00000036197	pseudogene
ENSSSCG00000036198	pseudogene
ENSSSCG00000036201	protein_coding
ENSSSCG00000036204	snRNA
ENSSSCG00000036206	protein_coding
ENSSSCG00000036207	protein_coding
ENSSSCG00000036208	protein_coding
ENSSSCG00000036210	protein_coding
ENSSSCG00000036211	protein_coding
ENSSSCG00000036213	protein_coding
ENSSSCG00000036215	protein_coding
ENSSSCG00000036216	protein_coding
ENSSSCG00000036217	lncRNA
ENSSSCG00000036219	protein_coding
ENSSSCG00000036220	protein_coding
ENSSSCG00000036221	protein_coding
ENSSSCG00000036222	protein_coding
ENSSSCG00000036223	protein_coding
ENSSSCG00000036224	protein_coding
ENSSSCG00000036227	protein_coding
ENSSSCG00000036229	protein_coding
ENSSSCG00000036231	pseudogene
ENSSSCG00000036233	pseudogene
ENSSSCG00000036234	protein_coding
ENSSSCG00000036236	protein_coding
ENSSSCG00000036237	protein_coding
ENSSSCG00000036239	protein_coding
ENSSSCG00000036240	protein_coding
ENSSSCG00000036241	protein_coding
ENSSSCG00000036244	protein_coding
ENSSSCG00000036245	snRNA
ENSSSCG00000036246	protein_coding
ENSSSCG00000036247	protein_coding
ENSSSCG00000036248	protein_coding
ENSSSCG00000036250	protein_coding
ENSSSCG00000036251	snRNA
ENSSSCG00000036252	snRNA
ENSSSCG00000036255	protein_coding
ENSSSCG00000036256	protein_coding
ENSSSCG00000036257	protein_coding
ENSSSCG00000036258	miRNA
ENSSSCG00000036261	protein_coding
ENSSSCG00000036265	lncRNA
ENSSSCG00000036269	snRNA
ENSSSCG00000036270	protein_coding
ENSSSCG00000036272	protein_coding
ENSSSCG00000036274	protein_coding
ENSSSCG00000036275	protein_coding
ENSSSCG00000036276	protein_coding
ENSSSCG00000036280	protein_coding
ENSSSCG00000036284	protein_coding
ENSSSCG00000036285	protein_coding
ENSSSCG00000036286	protein_coding
ENSSSCG00000036288	protein_coding
ENSSSCG00000036289	snRNA
ENSSSCG00000036291	protein_coding
ENSSSCG00000036293	protein_coding
ENSSSCG00000036294	protein_coding
ENSSSCG00000036295	protein_coding
ENSSSCG00000036296	protein_coding
ENSSSCG00000036297	protein_coding
ENSSSCG00000036298	pseudogene
ENSSSCG00000036302	pseudogene
ENSSSCG00000036305	protein_coding
ENSSSCG00000036306	protein_coding
ENSSSCG00000036307	protein_coding
ENSSSCG00000036308	protein_coding
ENSSSCG00000036309	miRNA
ENSSSCG00000036310	protein_coding
ENSSSCG00000036311	protein_coding
ENSSSCG00000036314	protein_coding
ENSSSCG00000036315	snRNA
ENSSSCG00000036316	protein_coding
ENSSSCG00000036317	protein_coding
ENSSSCG00000036319	snRNA
ENSSSCG00000036320	snRNA
ENSSSCG00000036321	protein_coding
ENSSSCG00000036322	protein_coding
ENSSSCG00000036325	lncRNA
ENSSSCG00000036326	protein_coding
ENSSSCG00000036328	protein_coding
ENSSSCG00000036329	protein_coding
ENSSSCG00000036330	pseudogene
ENSSSCG00000036331	protein_coding
ENSSSCG00000036336	protein_coding
ENSSSCG00000036337	snRNA
ENSSSCG00000036339	protein_coding
ENSSSCG00000036340	protein_coding
ENSSSCG00000036341	protein_coding
ENSSSCG00000036342	protein_coding
ENSSSCG00000036343	snRNA
ENSSSCG00000036346	protein_coding
ENSSSCG00000036347	protein_coding
ENSSSCG00000036348	pseudogene
ENSSSCG00000036349	protein_coding
ENSSSCG00000036350	protein_coding
ENSSSCG00000036351	protein_coding
ENSSSCG00000036352	protein_coding
ENSSSCG00000036354	protein_coding
ENSSSCG00000036356	protein_coding
ENSSSCG00000036358	pseudogene
ENSSSCG00000036359	protein_coding
ENSSSCG00000036360	protein_coding
ENSSSCG00000036361	protein_coding
ENSSSCG00000036362	protein_coding
ENSSSCG00000036363	protein_coding
ENSSSCG00000036364	protein_coding
ENSSSCG00000036367	protein_coding
ENSSSCG00000036370	snRNA
ENSSSCG00000036371	snRNA
ENSSSCG00000036376	protein_coding
ENSSSCG00000036377	protein_coding
ENSSSCG00000036378	protein_coding
ENSSSCG00000036379	lncRNA
ENSSSCG00000036381	protein_coding
ENSSSCG00000036383	protein_coding
ENSSSCG00000036385	protein_coding
ENSSSCG00000036387	protein_coding
ENSSSCG00000036390	lncRNA
ENSSSCG00000036391	protein_coding
ENSSSCG00000036392	protein_coding
ENSSSCG00000036393	snRNA
ENSSSCG00000036395	protein_coding
ENSSSCG00000036398	protein_coding
ENSSSCG00000036400	protein_coding
ENSSSCG00000036402	protein_coding
ENSSSCG00000036403	protein_coding
ENSSSCG00000036405	protein_coding
ENSSSCG00000036407	protein_coding
ENSSSCG00000036408	protein_coding
ENSSSCG00000036409	protein_coding
ENSSSCG00000036411	protein_coding
ENSSSCG00000036412	processed_pseudogene
ENSSSCG00000036413	processed_pseudogene
ENSSSCG00000036414	snRNA
ENSSSCG00000036416	protein_coding
ENSSSCG00000036417	protein_coding
ENSSSCG00000036418	protein_coding
ENSSSCG00000036419	protein_coding
ENSSSCG00000036420	protein_coding
ENSSSCG00000036421	snRNA
ENSSSCG00000036422	protein_coding
ENSSSCG00000036423	protein_coding
ENSSSCG00000036425	snoRNA
ENSSSCG00000036427	protein_coding
ENSSSCG00000036428	lncRNA
ENSSSCG00000036429	protein_coding
ENSSSCG00000036431	protein_coding
ENSSSCG00000036433	snRNA
ENSSSCG00000036434	protein_coding
ENSSSCG00000036435	protein_coding
ENSSSCG00000036436	protein_coding
ENSSSCG00000036437	protein_coding
ENSSSCG00000036438	protein_coding
ENSSSCG00000036439	protein_coding
ENSSSCG00000036441	protein_coding
ENSSSCG00000036442	protein_coding
ENSSSCG00000036443	protein_coding
ENSSSCG00000036444	protein_coding
ENSSSCG00000036445	protein_coding
ENSSSCG00000036446	protein_coding
ENSSSCG00000036448	lncRNA
ENSSSCG00000036449	protein_coding
ENSSSCG00000036450	snRNA
ENSSSCG00000036451	protein_coding
ENSSSCG00000036452	protein_coding
ENSSSCG00000036453	protein_coding
ENSSSCG00000036454	protein_coding
ENSSSCG00000036456	snRNA
ENSSSCG00000036457	protein_coding
ENSSSCG00000036459	miRNA
ENSSSCG00000036460	protein_coding
ENSSSCG00000036461	protein_coding
ENSSSCG00000036462	snoRNA
ENSSSCG00000036463	protein_coding
ENSSSCG00000036465	protein_coding
ENSSSCG00000036466	protein_coding
ENSSSCG00000036469	protein_coding
ENSSSCG00000036470	protein_coding
ENSSSCG00000036472	protein_coding
ENSSSCG00000036474	protein_coding
ENSSSCG00000036475	protein_coding
ENSSSCG00000036476	protein_coding
ENSSSCG00000036480	protein_coding
ENSSSCG00000036482	protein_coding
ENSSSCG00000036483	protein_coding
ENSSSCG00000036485	protein_coding
ENSSSCG00000036487	protein_coding
ENSSSCG00000036488	protein_coding
ENSSSCG00000036489	miRNA
ENSSSCG00000036491	protein_coding
ENSSSCG00000036492	protein_coding
ENSSSCG00000036493	protein_coding
ENSSSCG00000036494	protein_coding
ENSSSCG00000036495	pseudogene
ENSSSCG00000036499	protein_coding
ENSSSCG00000036500	protein_coding
ENSSSCG00000036501	protein_coding
ENSSSCG00000036503	protein_coding
ENSSSCG00000036504	protein_coding
ENSSSCG00000036505	lncRNA
ENSSSCG00000036508	protein_coding
ENSSSCG00000036509	protein_coding
ENSSSCG00000036510	protein_coding
ENSSSCG00000036511	snoRNA
ENSSSCG00000036512	protein_coding
ENSSSCG00000036513	protein_coding
ENSSSCG00000036515	protein_coding
ENSSSCG00000036516	protein_coding
ENSSSCG00000036518	protein_coding
ENSSSCG00000036520	protein_coding
ENSSSCG00000036521	protein_coding
ENSSSCG00000036522	snRNA
ENSSSCG00000036523	pseudogene
ENSSSCG00000036524	lncRNA
ENSSSCG00000036525	miRNA
ENSSSCG00000036527	protein_coding
ENSSSCG00000036528	protein_coding
ENSSSCG00000036529	protein_coding
ENSSSCG00000036530	protein_coding
ENSSSCG00000036532	protein_coding
ENSSSCG00000036534	protein_coding
ENSSSCG00000036536	protein_coding
ENSSSCG00000036537	protein_coding
ENSSSCG00000036538	lncRNA
ENSSSCG00000036539	protein_coding
ENSSSCG00000036541	protein_coding
ENSSSCG00000036542	protein_coding
ENSSSCG00000036544	protein_coding
ENSSSCG00000036545	protein_coding
ENSSSCG00000036546	protein_coding
ENSSSCG00000036547	protein_coding
ENSSSCG00000036548	snRNA
ENSSSCG00000036549	protein_coding
ENSSSCG00000036551	pseudogene
ENSSSCG00000036552	protein_coding
ENSSSCG00000036553	protein_coding
ENSSSCG00000036554	protein_coding
ENSSSCG00000036555	protein_coding
ENSSSCG00000036556	protein_coding
ENSSSCG00000036557	protein_coding
ENSSSCG00000036558	snRNA
ENSSSCG00000036560	protein_coding
ENSSSCG00000036561	lncRNA
ENSSSCG00000036564	protein_coding
ENSSSCG00000036566	protein_coding
ENSSSCG00000036568	protein_coding
ENSSSCG00000036569	protein_coding
ENSSSCG00000036570	lncRNA
ENSSSCG00000036572	protein_coding
ENSSSCG00000036573	protein_coding
ENSSSCG00000036575	protein_coding
ENSSSCG00000036576	protein_coding
ENSSSCG00000036577	protein_coding
ENSSSCG00000036580	protein_coding
ENSSSCG00000036581	snRNA
ENSSSCG00000036584	protein_coding
ENSSSCG00000036589	protein_coding
ENSSSCG00000036591	protein_coding
ENSSSCG00000036592	protein_coding
ENSSSCG00000036595	protein_coding
ENSSSCG00000036596	protein_coding
ENSSSCG00000036597	protein_coding
ENSSSCG00000036600	snRNA
ENSSSCG00000036603	protein_coding
ENSSSCG00000036604	snoRNA
ENSSSCG00000036606	pseudogene
ENSSSCG00000036607	protein_coding
ENSSSCG00000036608	protein_coding
ENSSSCG00000036609	protein_coding
ENSSSCG00000036610	protein_coding
ENSSSCG00000036611	protein_coding
ENSSSCG00000036612	protein_coding
ENSSSCG00000036613	protein_coding
ENSSSCG00000036614	protein_coding
ENSSSCG00000036618	protein_coding
ENSSSCG00000036619	pseudogene
ENSSSCG00000036620	protein_coding
ENSSSCG00000036621	protein_coding
ENSSSCG00000036622	protein_coding
ENSSSCG00000036626	protein_coding
ENSSSCG00000036627	pseudogene
ENSSSCG00000036630	protein_coding
ENSSSCG00000036632	protein_coding
ENSSSCG00000036634	protein_coding
ENSSSCG00000036635	TR_V_gene
ENSSSCG00000036636	protein_coding
ENSSSCG00000036637	protein_coding
ENSSSCG00000036639	protein_coding
ENSSSCG00000036640	protein_coding
ENSSSCG00000036641	protein_coding
ENSSSCG00000036642	protein_coding
ENSSSCG00000036643	protein_coding
ENSSSCG00000036645	protein_coding
ENSSSCG00000036647	protein_coding
ENSSSCG00000036648	lncRNA
